DATE,PS_LEVEL,PS_INNOV,PS_VWF
11/30/1973,-0.30129471,-0.2369703,-0.0265017
12/31/1973,-0.13417844,-0.08141436,-0.01684214
1/31/1974,-0.16222605,-0.06483696,0.10501732
2/28/1974,-0.12002965,-0.05278647,0.03898203
3/29/1974,-0.00128674,0.11622695,0.04593273
4/30/1974,-0.04192205,0.0039807,0.02365498
5/31/1974,-0.10176169,-0.08414107,0.06008724
6/28/1974,-0.06937052,-0.06450758,-0.01077655
7/31/1974,-0.2311552,-0.1355462,-0.00473158
8/30/1974,-0.1018596,-0.06119805,-0.0286962
9/30/1974,-0.11031084,-0.06431142,0.02436165
10/31/1974,-0.08565812,0.0074002,-0.07885913
11/29/1974,-0.08357406,0.03591119,-0.01939789
12/31/1974,-0.10467737,-0.04026986,0.02044962
1/31/1975,-0.11363574,-0.07541073,0.10931904
2/28/1975,-0.07571976,0.01913135,0.03681417
3/31/1975,-0.13072553,0.00775645,0.06133465
4/30/1975,0.00011554,0.03705778,0.00304909
5/30/1975,-0.06664547,-0.01086984,-0.0335239
6/30/1975,0.02342978,0.02449123,-0.01712027
7/31/1975,-0.05962827,-0.02729299,-0.0100334
8/29/1975,-0.12755813,-0.12157617,-0.00935562
9/30/1975,-0.08967738,-0.0525665,-0.01912464
10/31/1975,-0.06497047,0.02664365,0.0914145
11/28/1975,0.00741821,0.0293836,0.03657854
12/31/1975,-0.02442703,-0.02056652,-0.00278971
1/30/1976,-0.06028539,-0.0349632,0.01755052
2/27/1976,-0.01851747,0.05141846,-0.04261414
3/31/1976,-0.01856841,0.00976739,-0.01655556
4/30/1976,-0.03032626,-0.05010934,-0.01947486
5/28/1976,-0.09013826,-0.08883218,-0.04169475
6/30/1976,-0.06495678,-0.02335863,-0.00622104
7/30/1976,-0.09141464,-0.05279316,-0.02753544
8/31/1976,-0.01521286,0.03221601,0.01783943
9/30/1976,-0.03775866,0.01864557,-0.01533322
10/29/1976,-0.08525116,-0.04391357,0.00439052
11/30/1976,-0.08195338,-0.02089528,-0.02341377
12/31/1976,-0.02604134,0.05655522,-0.01257718
1/31/1977,-0.06248959,-0.04378443,-0.03166971
2/28/1977,-0.00043282,0.03593835,-0.01070304
3/31/1977,-0.05630659,0.03272064,0.01101828
4/29/1977,-0.01072317,-0.00892983,-0.02974709
5/31/1977,-0.03333326,-0.01412855,0.01779268
6/30/1977,-0.00864762,0.01677368,0.02016478
7/29/1977,-0.04816555,-0.01344706,0.00128995
8/31/1977,-0.04412126,0.00536833,0.03100207
9/30/1977,-0.04748593,-0.02101677,0.01193968
10/31/1977,-0.0326037,-0.001546,-0.01119019
11/30/1977,-0.01279556,0.02884947,0.00399474
12/30/1977,0.02084733,0.03573574,-0.0054509
1/31/1978,-0.04221977,-0.00635585,0.00508788
2/28/1978,-0.01929822,0.01306556,-0.00163238
3/31/1978,-0.0104943,0.00370974,0.01606017
4/28/1978,-0.007804,0.01894151,0.03510105
5/31/1978,0.01785113,0.02178268,0.01199666
6/30/1978,0.01073454,0.01328841,0.00832972
7/31/1978,-0.04349239,-0.03624969,0.02702278
8/31/1978,0.02096537,0.03667227,-0.00125175
9/29/1978,-0.00570324,-0.01137272,-0.02623282
10/31/1978,-0.10826536,-0.10256108,0.04366079
11/30/1978,-0.07491862,-0.03116592,-0.03527567
12/29/1978,-0.03424374,0.03792161,0.00444546
1/31/1979,-0.01440923,0.02596159,-0.00844953
2/28/1979,-0.03296828,0.00781397,-0.02939003
3/30/1979,-0.04378829,0.0220271,-0.00595439
4/30/1979,0.0047974,0.05620286,0.01636578
5/31/1979,-0.08100678,-0.04576691,-0.02231998
6/29/1979,-0.01188146,0.0236379,-0.01714101
7/31/1979,0.02264722,0.06219424,-0.01656231
8/31/1979,0.0130375,0.03645029,0.01428603
9/28/1979,-0.07425767,-0.06366482,-0.0136648
10/31/1979,-0.15445929,-0.10374397,0.00036923
11/30/1979,-0.03882917,0.00945318,-0.06913824
12/31/1979,-0.00918056,0.0269922,-0.01489211
1/31/1980,-0.05958447,-0.01908929,0.00037706
2/29/1980,-0.09784091,-0.0420383,0.01884286
3/31/1980,-0.14193797,-0.08521432,0.03095903
4/30/1980,-0.05117316,-0.02817094,-0.01062641
5/30/1980,0.03284126,0.08025314,-0.00865562
6/30/1980,-0.01566887,0.00314694,0.00990093
7/31/1980,-0.03519602,-0.01717759,-0.00932557
8/29/1980,0.00723605,0.05313563,0.01100259
9/30/1980,-0.04758864,-0.01654131,0.01349643
10/31/1980,-0.01238945,0.03535957,0.02686571
11/28/1980,-0.02423516,0.00411772,0.0264028
12/31/1980,-0.05639978,-0.01312544,0.02837046
1/30/1981,-0.02295704,0.00471735,0.03945397
2/27/1981,-0.00759491,0.00146002,0.000233
3/31/1981,-0.02136722,0.01356804,0.01688705
4/30/1981,-0.02811204,0.01067712,-0.01462031
5/29/1981,0.00737643,0.02938781,-0.02394087
6/30/1981,0.00168512,0.03098125,0.05817124
7/31/1981,-0.01763558,0.01105357,-0.01421857
8/31/1981,-0.07656454,-0.04329035,-0.00228753
9/30/1981,-0.15284117,-0.11968354,0.09215227
10/30/1981,-0.0456069,-0.00049745,-0.0210439
11/30/1981,-0.03155473,-0.01102477,0.06184863
12/31/1981,-0.0236116,0.02697445,0.00213751
1/29/1982,-0.06997491,-0.05759624,-0.02072365
2/26/1982,-0.12230408,-0.08135388,-0.01333119
3/31/1982,-0.03095186,0.01093046,0.04197886
4/30/1982,0.00482058,0.04552922,-0.02321061
5/28/1982,-0.00251925,-0.00753664,0.02917381
6/30/1982,-0.01228039,0.01984413,0.04984903
7/30/1982,0.01259251,0.01797059,-0.01502625
8/31/1982,-0.05756437,-0.03677018,-0.00536773
9/30/1982,-0.02624405,0.0246841,0.0437058
10/29/1982,-0.04193569,-0.00496104,-0.03929616
11/30/1982,-0.00449682,0.02860498,0.00879567
12/31/1982,0.00074366,0.03014783,-0.03053992
1/31/1983,-0.02970777,0.0018964,-0.05248151
2/28/1983,0.00850392,0.03964984,-0.03142298
3/31/1983,-0.04780671,-0.02618218,0.04232334
4/29/1983,-0.00442566,0.02556918,0.03817353
5/31/1983,-0.07841554,-0.04555005,0.01981152
6/30/1983,-0.00060702,0.05121966,-0.00126194
7/29/1983,-0.04744861,-0.0239793,0.04732128
8/31/1983,-0.0414434,-0.00992154,0.04410627
9/30/1983,-0.02299806,0.02722747,0.00961408
10/31/1983,0.03344276,0.06037183,0.05643815
11/30/1983,0.01417651,0.05113283,-0.07100928
12/30/1983,-0.03348628,0.01497831,0.04851882
1/31/1984,-0.02523864,-0.0049716,0.0683123
2/29/1984,-0.04212508,-0.0269784,0.00836751
3/30/1984,-0.0098218,0.03073125,0.00565376
4/30/1984,-0.08442124,-0.04664162,0.00360444
5/31/1984,0.00696848,0.04651941,0.02462501
6/29/1984,-0.01612776,0.02579994,-0.00416672
7/31/1984,-0.02666257,0.01180929,0.01688635
8/31/1984,0.00195462,0.03360659,-0.03233679
9/28/1984,-0.01877213,0.01161752,0.02931051
10/31/1984,-0.02984941,-0.01089608,-0.00565581
11/30/1984,-0.00247202,0.00649543,0.0178727
12/31/1984,-0.03583779,-0.00268666,-0.005676
1/31/1985,-0.00842383,0.01723409,-0.01586984
2/28/1985,-0.0141649,0.00656659,0.02514146
3/29/1985,0.00721115,0.00747759,0.04011404
4/30/1985,0.00918655,0.02943925,0.03827374
5/31/1985,-0.0001228,0.02297161,-0.00770273
6/28/1985,-0.00496763,-0.00197321,0.00711209
7/31/1985,-0.01858933,0.02340971,-0.01788944
8/30/1985,0.02646643,0.03504958,0.02688129
9/30/1985,-0.02147641,-0.00858064,0.01065697
10/31/1985,-0.01794789,-0.01256221,0.05136204
11/29/1985,-0.00215273,0.02724025,0.00697318
12/31/1985,-0.01521398,0.02494614,-0.01989964
1/31/1986,-0.06552925,-0.03501782,0.01758328
2/28/1986,-0.00921279,0.02063946,0.00235982
3/31/1986,0.00795219,0.04514624,0.03947988
4/30/1986,0.02940447,0.02444614,-0.00184481
5/30/1986,0.00523409,0.01948271,0.02279717
6/30/1986,-0.07055883,-0.06536077,0.05436224
7/31/1986,-0.00224316,0.0186933,-0.01181405
8/29/1986,-0.02727706,0.01347571,-0.02204191
9/30/1986,-0.00465437,-0.02390739,0.04716988
10/31/1986,0.03935061,0.06259826,0.01473984
11/28/1986,0.01649946,0.02249593,-0.0304306
12/31/1986,0.01102618,0.03233278,-0.01033401
1/30/1987,-0.02906564,-0.00909871,-0.0736965
2/27/1987,0.00544025,0.02569251,-0.04031035
3/31/1987,-0.02364455,0.01736875,-0.0148849
4/30/1987,-0.12649836,-0.10874873,-0.03904549
5/29/1987,0.0052655,0.0313489,0.01129104
6/30/1987,0.00747036,0.05835855,0.02579045
7/31/1987,0.01872214,-0.02499269,0.00611706
8/31/1987,-0.00015518,0.01173699,-0.05771872
9/30/1987,-0.04195289,-0.05490003,0.00276835
10/30/1987,-0.46143022,-0.39236669,0.05362571
11/30/1987,-0.02511653,-0.07054303,-0.01633546
12/31/1987,-0.10545586,-0.02464862,0.00727891
1/29/1988,-0.11095032,-0.07525404,0.04229286
2/29/1988,-0.03342877,0.06354971,0.00355999
3/31/1988,-0.03042057,0.02856048,-0.02003926
4/29/1988,0.00875387,0.0297088,-0.02519811
5/31/1988,-0.06857078,-0.00091255,-0.00518301
6/30/1988,0.00674816,0.02011836,-0.00896948
7/29/1988,0.01685931,0.0331066,-0.00873953
8/31/1988,-0.02477803,0.02711585,0.03534896
9/30/1988,-0.02332725,0.00182055,0.01519396
10/31/1988,-0.04266262,0.00375763,0.02451878
11/30/1988,-0.06690996,-0.008434,-0.00201038
12/30/1988,-0.02435421,0.00330919,-0.04397242
1/31/1989,0.01821545,0.07524767,-0.00184144
2/28/1989,-0.00257917,0.01368712,-0.00413294
3/31/1989,0.0002363,0.00683339,-0.00856955
4/28/1989,-0.02155465,-0.00308717,-0.01899545
5/31/1989,0.04316963,0.0484208,-0.03855914
6/30/1989,-0.00159906,0.00121741,0.07276334
7/31/1989,0.01780266,0.02476395,0.03133175
8/31/1989,-0.08469954,-0.05321749,0.00576356
9/29/1989,0.02803304,0.01623048,-0.04723144
10/31/1989,-0.15740087,-0.11241064,0.02769994
11/30/1989,-0.0095812,0.01664352,-0.02391092
12/29/1989,-0.02159079,0.00999037,0.01976455
1/31/1990,-0.02319098,-0.00493634,-0.03305413
2/28/1990,-0.00455879,0.02636373,-0.02926774
3/30/1990,-0.02216372,0.03570691,-0.02717463
4/30/1990,0.01049139,0.01053861,0.0586874
5/31/1990,0.0113487,0.01001721,-0.00725714
6/29/1990,0.00240171,-0.0029448,0.02588171
7/31/1990,-0.0254841,-0.01522764,0.05157648
8/31/1990,0.02497992,0.00341516,0.04423621
9/28/1990,-0.01568347,0.05751798,0.01996423
10/31/1990,0.05201193,0.0498498,-0.01238644
11/30/1990,0.02180158,0.00768203,-0.01249727
12/31/1990,-0.05574343,-0.0302689,-0.03382609
1/31/1991,0.03896199,0.02294077,-0.09368777
2/28/1991,-0.02117577,-0.0376121,-0.02036569
3/28/1991,-0.0261188,-0.02570656,-0.00504698
4/30/1991,0.00646514,0.04434552,0.01733852
5/31/1991,-0.00605746,0.00098313,-0.00883988
6/28/1991,0.04171325,0.04956939,0.02890272
7/31/1991,-0.00134881,0.00355896,0.01752819
8/30/1991,-0.01697014,-0.02112946,-0.01800622
9/30/1991,-0.01443778,0.01649021,0.01091772
10/31/1991,-0.02167411,0.02084559,0.02057336
11/29/1991,0.02613736,-0.00210568,0.0438126
12/31/1991,-0.05323512,-0.07346443,-0.05182236
1/31/1992,-0.06143215,-0.03815877,-0.06972179
2/28/1992,-0.0392557,0.01098214,-0.05120744
3/31/1992,-0.03850107,0.01830857,-0.00365264
4/30/1992,0.03362592,0.04659509,-0.00426672
5/29/1992,0.00129319,0.05102724,0.00281423
6/30/1992,0.06758996,0.0087491,0.02257992
7/31/1992,-0.03713605,-0.05221418,0.02349546
8/31/1992,-0.00577717,0.00368445,0.05046339
9/30/1992,0.01257838,0.03346765,-0.02328183
10/30/1992,-0.05945285,-0.05456473,-0.02123562
11/30/1992,0.00066856,0.03195011,-0.05895888
12/31/1992,0.00965986,0.02468789,-0.02899647
1/29/1993,0.00478333,0.03503732,-0.00259744
2/26/1993,-0.02510693,-0.00172044,0.06807118
3/31/1993,-0.03732509,-0.00967696,-0.04093026
4/30/1993,0.00301181,0.0321175,-0.01767445
5/28/1993,-0.01454372,0.01459268,0.04340178
6/30/1993,-0.01843859,0.01044066,-0.03186687
7/30/1993,-0.02059807,0.00654542,-0.01326332
8/31/1993,0.04139443,0.02422333,0.01619256
9/30/1993,0.02479853,0.03677658,-0.07594721
10/29/1993,0.00074332,0.01377953,0.04797756
11/30/1993,0.00754075,0.02137511,0.05114936
12/31/1993,0.04937983,0.0311016,0.01274447
1/31/1994,0.03872394,0.06872436,-0.00316375
2/28/1994,-0.05102415,-0.03911563,0.0102053
3/31/1994,-0.01682614,-0.01007481,0.02753268
4/29/1994,-0.07566088,-0.05145188,0.00619743
5/31/1994,-0.03897327,-0.00126961,0.03351924
6/30/1994,-0.07875602,-0.03386528,0.00102514
7/29/1994,0.01172641,0.06315062,-0.01056712
8/31/1994,-0.01746611,0.03662239,0.00486733
9/30/1994,0.02056801,0.01623746,0.03225235
10/31/1994,0.02946239,0.03206875,0.01186605
11/30/1994,-0.01552649,-0.04658771,-0.02023743
12/30/1994,-0.03323467,-0.01335371,0.01690576
1/31/1995,0.02207987,0.06221033,-0.03287019
2/28/1995,0.02342939,0.02493919,-0.00718697
3/31/1995,0.00997871,-0.01300397,0.01717265
4/28/1995,0.03154873,0.04995557,0.00900008
5/31/1995,-0.00229179,0.00382012,-0.00651516
6/30/1995,-0.02610713,-0.03350048,0.00699504
7/31/1995,-0.0069982,0.01196759,0.04972167
8/31/1995,-0.00312187,0.01923372,-0.01048936
9/29/1995,-0.02976615,-0.02587246,-0.07444929
10/31/1995,-0.00930418,0.00501292,0.03514123
11/30/1995,0.03076915,0.05804025,-0.01973823
12/29/1995,-0.06593775,-0.02988515,-0.03386333
1/31/1996,-0.0159248,-0.0086639,0.06843973
2/29/1996,0.0242245,0.07526656,0.04193781
3/29/1996,-0.05219408,-0.04466795,-0.04654464
4/30/1996,-0.02548453,0.01719696,-0.04333573
5/31/1996,0.01177107,0.02448716,-0.02564436
6/28/1996,-0.00953222,-0.00963034,-0.05471794
7/31/1996,-0.03310392,-0.01036443,0.00380579
8/30/1996,0.06344509,0.09017837,0.00629933
9/30/1996,-0.00118043,-0.01748279,-0.0182823
10/31/1996,-0.01307404,-0.03763025,-0.00562728
11/29/1996,-0.00753794,-0.01264129,0.07291964
12/31/1996,0.01327599,0.02473364,-0.0318979
1/31/1997,-0.0169496,0.05114089,-0.03141478
2/28/1997,0.00269968,-0.01435878,-0.03932384
3/31/1997,-0.00768426,0.01576285,0.02138242
4/30/1997,0.01696851,0.018246,0.05902431
5/30/1997,0.02749439,0.04276866,0.01536884
6/30/1997,-0.01007142,-0.00677021,0.00962123
7/31/1997,-0.00798009,0.00104833,0.02599752
8/29/1997,-0.05689298,-0.01109035,-0.00783015
9/30/1997,-0.02838423,0.03345383,-0.01551611
10/31/1997,-0.17153537,-0.10940323,-0.00139516
11/28/1997,0.02224616,0.07182878,0.05435908
12/31/1997,-0.02201884,0.03270359,0.00400618
1/30/1998,-0.04352756,-0.0712688,0.00741842
2/27/1998,-0.1204081,-0.00128309,0.05848336
3/31/1998,-0.05874171,-0.00597294,-0.0243133
4/30/1998,0.0401266,0.09556769,-0.01149626
5/29/1998,0.00684112,0.01378253,-0.01105658
6/30/1998,-0.0539423,-0.03166687,0.01674068
7/31/1998,-0.05160919,0.0008543,0.00349193
8/31/1998,-0.05080818,0.01282361,-0.02955903
9/30/1998,-0.27515771,-0.25659615,0.01533438
10/30/1998,-0.04263668,0.0606338,0.01448131
11/30/1998,0.04822847,0.12085433,0.00812597
12/31/1998,-0.14738865,-0.10684083,-0.00535786
1/29/1999,0.06408701,0.06667325,0.03893948
2/26/1999,-0.08640364,-0.06172854,0.02765595
3/31/1999,-0.06060013,-0.00601282,-0.00663989
4/30/1999,0.19785399,0.27970309,0.09828039
5/28/1999,-0.13421841,-0.13864817,-0.00927996
6/30/1999,0.05775323,0.05930683,0.03237674
7/30/1999,0.06769164,0.05733906,-0.01629155
8/31/1999,0.0516067,-0.01582383,-0.00026284
9/30/1999,-0.04794027,-0.07696556,-0.0358857
10/29/1999,0.09836475,0.0824717,0.09504198
11/30/1999,-0.00089915,-0.03872813,-0.01701714
12/31/1999,-0.07469592,-0.08549371,0.03877057
1/31/2000,-0.06795454,-0.04506225,0.01310702
2/29/2000,-0.04164722,-0.01157702,0.01093496
3/31/2000,-0.00634113,0.11098034,-0.00011558
4/28/2000,-0.22431634,-0.21594498,-0.04564173
5/31/2000,0.06532549,0.08208137,-0.02773574
6/30/2000,-0.18198733,-0.15447302,-0.03489118
7/31/2000,0.05848808,-0.06010737,0.11185346
8/31/2000,-0.07033955,0.01930489,-0.00781309
9/29/2000,-0.1704145,-0.15702871,-0.04144904
10/31/2000,-0.13571372,-0.00118992,0.02261953
11/30/2000,-0.14291735,-0.12391781,-0.04065856
12/29/2000,0.09464411,0.06674871,0.00735287
1/31/2001,-0.12274065,-0.03162743,0.06841372
2/28/2001,-0.05094484,-0.0677404,0.04369501
3/30/2001,-0.05366146,0.02700364,0.07324668
4/30/2001,-0.07031534,0.09780882,0.0040903
5/31/2001,0.09949984,0.11718158,0.02718346
6/29/2001,0.01813767,0.08823302,0.00742982
7/31/2001,-0.05762432,-0.01178023,0.03790044
8/31/2001,-0.05913506,0.05417058,0.04868368
9/28/2001,-0.04151301,-0.12017864,-0.09710875
10/31/2001,0.06749547,0.09830989,0.03425514
11/30/2001,0.02174665,-0.005719,0.03436593
12/31/2001,0.01212172,0.05033646,0.06779546
1/31/2002,-0.06644489,-0.01092694,-0.01354216
2/28/2002,-0.01286589,-0.01147437,0.02341257
3/28/2002,0.06245492,0.02869418,0.09102453
4/30/2002,-0.10765003,-0.0312891,0.05407736
5/31/2002,-0.03307439,-0.04411445,0.05156694
6/28/2002,-0.11746414,-0.05923759,-0.01052136
7/31/2002,-0.06584429,0.00385175,-0.05980467
8/30/2002,-0.02520568,-0.00286732,-0.00138148
9/30/2002,-0.1679705,-0.08901015,-0.01639879
10/31/2002,-0.30822376,-0.14824805,0.03871651
11/29/2002,-0.03838085,0.01859024,0.03093513
12/31/2002,-0.17762786,-0.00556326,-0.01246317
1/31/2003,-0.08468762,-0.0836717,-0.02177945
2/28/2003,-0.03941407,-0.03615012,0.007144
3/31/2003,-0.10763959,-0.06819956,0.00248224
4/30/2003,-0.04880942,-0.00441759,0.04155663
5/30/2003,0.02457016,0.0201831,0.01253325
6/30/2003,-0.01813564,-0.00170048,-0.00732529
7/31/2003,-0.03601509,0.01985192,0.06713561
8/29/2003,-0.01143703,0.00491839,0.0374481
9/30/2003,-0.10606952,-0.02317037,-0.00707356
10/31/2003,-0.03837108,0.01196362,0.01757494
11/28/2003,-0.03817449,-0.01023707,0.00378943
12/31/2003,-0.02104597,0.04459429,-0.00578135
1/30/2004,-0.10877804,-0.02118138,-0.05414307
2/27/2004,-0.03666507,-0.05735213,0.02392151
3/31/2004,0.02228889,0.06948568,0.02115018
4/30/2004,-0.05307525,0.01169298,-0.01419555
5/28/2004,-0.00057224,-0.01611406,0.0106716
6/30/2004,0.05570985,0.1088244,0.02042817
7/30/2004,-0.02550751,-0.00260591,0.06079236
8/31/2004,-0.00233541,0.03693197,0.05355966
9/30/2004,-0.03197525,-0.00274042,0.00291336
10/29/2004,0.01179826,0.018725,0.00427504
11/30/2004,-0.0294186,0.02286745,0.01265977
12/31/2004,-0.06776796,-0.0118231,-0.03156819
1/31/2005,-0.00727466,0.01278112,0.04058018
2/28/2005,-0.05549997,-0.00325351,0.04544715
3/31/2005,-0.01900962,0.00300947,-0.00023619
4/29/2005,-0.12413367,-0.0959023,-0.05410154
5/31/2005,0.00728669,0.05139767,0.01385759
6/30/2005,0.00494316,0.08219708,0.04465173
7/29/2005,0.03255503,0.04151061,0.02551117
8/31/2005,-0.01230572,0.01269924,0.02362603
9/30/2005,-0.02287558,-0.01920139,0.02899765
10/31/2005,-0.04638843,0.01004142,-0.03890912
11/30/2005,0.08810976,0.07082133,0.01222886
12/30/2005,-0.03003928,-0.07693967,0.00142383
1/31/2006,-0.05888605,-0.04913342,0.02756278
2/28/2006,-0.05821989,-0.0383765,-0.0287911
3/31/2006,-0.0103094,0.03561995,0.00436303
4/28/2006,0.00728672,0.01909928,0.01683898
5/31/2006,-0.02158065,0.01193598,0.01282416
6/30/2006,-0.06734537,0.00269861,0.01780873
7/31/2006,0.00388213,4.73E-06,0.02369891
8/31/2006,0.0153206,-0.02585265,-0.03896512
9/29/2006,-0.05999067,-0.04453779,-0.01046873
10/31/2006,0.03217262,0.06043851,0.04456547
11/30/2006,-0.0106694,0.04050437,0.02598421
